speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_1,cluster_3,cluster_2,cluster_8,cluster_0,cluster_4,cluster_6,cluster_5,cluster_10,cluster_9,cluster_11,cluster_7,cluster_1_p,cluster_3_p,cluster_2_p,cluster_8_p,cluster_0_p,cluster_4_p,cluster_6_p,cluster_5_p,cluster_10_p,cluster_9_p,cluster_11_p,cluster_7_p,n
4589,430000660,FERRY,THOMAS,S,MI,M,R,,voting,18730313,1827-06-10,1827,1873,46,0.0,1,0,2,1,4,0,0,2,0,0,0,0,0.1,0.0,0.2,0.1,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10
4091,430000678,CALDWELL,ALEXANDER,S,KS,M,R,,voting,18730313,1830-03-01,1830,1873,43,0.0,1,0,0,0,7,0,1,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4091,430000701,CALDWELL,ALEXANDER,S,KS,M,R,,voting,18730313,1830-03-01,1830,1873,43,0.0,1,0,6,0,1,1,1,0,0,0,0,0,0.1,0.0,0.6,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
4342,430000801,SARGENT,AARON,S,CA,M,R,,voting,18730314,1827-09-28,1827,1873,46,0.0,1,2,6,0,1,0,0,0,0,0,0,0,0.1,0.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430001048,THURMAN,ALLEN,S,OH,M,D,,voting,18730319,1813-11-13,1813,1873,60,0.0,1,2,4,0,1,2,0,0,0,0,0,0,0.1,0.2,0.4,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,430001396,STEWART,WILLIAM,S,NV,M,R,,voting,18730321,1827-08-09,1827,1873,46,0.0,0,4,5,0,0,0,0,1,0,0,0,0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4260,430001428,FERRY,ORRIS,S,CT,M,R,,voting,18730322,1823-08-15,1823,1873,50,0.0,1,1,8,0,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3979,430001617,HAMILTON,WILLIAM,S,MD,M,D,,voting,18730324,1820-09-08,1820,1873,53,0.0,0,1,0,0,0,0,0,0,8,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,9
4072,430001675,ALCORN,JAMES,S,MS,M,R,,voting,18730325,1816-11-04,1816,1873,57,0.0,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4210,430001751,WRIGHT,GEORGE,S,IA,M,R,,voting,18730325,1820-03-24,1820,1873,53,0.0,1,1,7,0,0,0,0,1,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
