speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_8,cluster_5,cluster_2,cluster_7,cluster_10,cluster_1,cluster_11,cluster_6,cluster_9,cluster_4,cluster_13,cluster_12,cluster_3,cluster_14,cluster_0,cluster_8_p,cluster_5_p,cluster_2_p,cluster_7_p,cluster_10_p,cluster_1_p,cluster_11_p,cluster_6_p,cluster_9_p,cluster_4_p,cluster_13_p,cluster_12_p,cluster_3_p,cluster_14_p,cluster_0_p,n
5175,430000695,LOGAN,JOHN,S,IL,M,R,,voting,18730313,1826-02-09,1826,1873,47,0.0,1,2,4,0,0,1,0,1,0,1,0,0,0,0,0,0.1,0.2,0.4,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4520,430001014,THURMAN,ALLEN,S,OH,M,D,,voting,18730318,1813-11-13,1813,1873,60,0.0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430001060,THURMAN,ALLEN,S,OH,M,D,,voting,18730319,1813-11-13,1813,1873,60,0.0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5367,430002418,BECK,JAMES,H,KY,M,D,7.0,voting,18731202,1822-02-13,1822,1873,51,1.2447407947889232e-16,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3931,430005240,BOREMAN,ARTHUR,S,WV,M,R,,voting,18731217,1823-07-24,1823,1873,50,0.0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,430009978,DAWES,HENRY,H,MA,M,R,11.0,voting,18740114,1816-10-30,1816,1874,58,0.0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4258,430012269,ELDREDGE,CHARLES,H,WI,M,D,5.0,voting,18740121,1820-02-27,1820,1874,54,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,430014753,HOWE,TIMOTHY,S,WI,M,R,,voting,18740129,1816-02-24,1816,1874,58,0.0,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,430017546,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740205,1828-02-01,1828,1874,46,0.0,5,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4299,430018562,MARSHALL,SAMUEL,H,IL,M,D,19.0,voting,18740206,1821-03-12,1821,1874,53,0.0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.1,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
