speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_5,cluster_4,cluster_2,cluster_1,cluster_10,cluster_8,cluster_11,cluster_6,cluster_7,cluster_0,cluster_12,cluster_13,cluster_3,cluster_9,cluster_14,cluster_5_p,cluster_4_p,cluster_2_p,cluster_1_p,cluster_10_p,cluster_8_p,cluster_11_p,cluster_6_p,cluster_7_p,cluster_0_p,cluster_12_p,cluster_13_p,cluster_3_p,cluster_9_p,cluster_14_p,n
4943,450010931,WILLITS,EDWIN,H,MI,M,R,2.0,voting,18771201,1830-04-24,1830,1877,47,0.0001006968920847,0,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.6,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,450037525,INGALLS,JOHN,S,KS,M,R,,voting,18780319,1833-12-29,1833,1878,45,0.0,3,10,0,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.5555555555555556,0.0,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6042,470048662,MCKINLEY,WILLIAM,H,OH,M,R,17.0,voting,18820406,1843-01-29,1843,1882,39,0.0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4891,470156311,MILLER,WARNER,S,NY,M,R,,voting,18830123,1838-08-12,1838,1883,45,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,470160233,MORRILL,JUSTIN,S,VT,M,R,,voting,18830129,1810-04-14,1810,1883,73,2.715383768190642e-13,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5556,490033331,BUCHANAN,JAMES,H,NJ,M,R,2.0,voting,18860403,1839-06-17,1839,1886,47,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5380,490113966,BUTTERWORTH,BENJAMIN,H,OH,M,R,1.0,voting,18860804,1837-10-22,1837,1886,49,0.0,2,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0.2,0.3,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,500047549,GALLINGER,JACOB,H,NH,M,R,2.0,voting,18880430,1837-03-28,1837,1888,51,0.0,1,8,2,7,3,0,0,0,8,0,0,0,0,0,0,0.034482758620689655,0.27586206896551724,0.06896551724137931,0.2413793103448276,0.10344827586206896,0.0,0.0,0.0,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,29
5607,500050990,HOUK,LEONIDAS,H,TN,M,R,2.0,voting,18880509,1836-06-08,1836,1888,52,0.0,0,5,1,7,4,1,0,0,0,0,0,0,0,0,0,0.0,0.2777777777777778,0.05555555555555555,0.3888888888888889,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5931,500051546,GEAR,JOHN,H,IA,M,R,1.0,voting,18880511,1825-04-07,1825,1888,63,0.0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6352,500133865,MORGAN,JOHN,S,AL,M,D,,voting,18881017,1824-06-20,1824,1888,64,0.0,2,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,500164133,GROSVENOR,CHARLES,H,OH,M,R,15.0,voting,18890204,1833-09-20,1833,1889,56,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5794,510016585,LANE,EDWARD,H,IL,M,D,17.0,voting,18900215,1842-03-27,1842,1890,48,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5875,510031494,BLANCHARD,NEWTON,H,LA,M,D,4.0,voting,18900322,1849-01-29,1849,1890,41,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6474,510057903,PIERCE,RICE,H,TN,M,D,9.0,voting,18900508,1848-07-03,1848,1890,42,0.0,3,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.6111111111111112,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6669,510093533,FRYE,WILLIAM,S,ME,M,R,,voting,18900702,1830-09-02,1830,1890,60,0.0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,510123417,PLUMB,PRESTON,S,KS,M,R,,voting,18900814,1837-10-12,1837,1890,53,0.0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5530,510194875,WILLIAMS,ELIHU,H,OH,M,R,3.0,voting,18910129,1835-01-24,1835,1891,56,0.0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5443,510223115,LANGSTON,JOHN,H,VA,M,R,4.0,voting,18910227,1829-12-14,1829,1891,62,0.0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6288,520002801,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18920115,1839-02-09,1839,1892,53,0.0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5695,520021446,BELTZHOOVER,FRANK,H,PA,M,D,19.0,voting,18920301,1841-11-06,1841,1892,51,0.0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5695,520021447,BELTZHOOVER,FRANK,H,PA,M,D,19.0,voting,18920301,1841-11-06,1841,1892,51,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6029,520058721,WASHINGTON,JOSEPH,H,TN,M,D,6.0,voting,18920511,1851-11-10,1851,1892,41,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6474,520107813,PIERCE,RICE,H,TN,M,D,9.0,voting,18920805,1848-07-03,1848,1892,44,0.0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5521,520109715,WASHBURN,WILLIAM,S,MN,M,R,,voting,18921212,1831-01-14,1831,1892,61,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6315,530028118,FLYNN,DENNIS,H,OK,M,R,-1.0,nonvoting,18931019,1861-02-13,1861,1893,32,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5825,530046785,PASCHAL,THOMAS,H,TX,M,D,12.0,voting,18940117,1845-12-15,1845,1894,49,0.0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5716,530047655,CALDWELL,JOHN,H,OH,M,R,2.0,voting,18940118,1852-04-21,1852,1894,42,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
