speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_5,cluster_1,cluster_3,cluster_10,cluster_2,cluster_9,cluster_12,cluster_6,cluster_0,cluster_4,cluster_11,cluster_14,cluster_13,cluster_7,cluster_8,cluster_5_p,cluster_1_p,cluster_3_p,cluster_10_p,cluster_2_p,cluster_9_p,cluster_12_p,cluster_6_p,cluster_0_p,cluster_4_p,cluster_11_p,cluster_14_p,cluster_13_p,cluster_7_p,cluster_8_p,n
4324,430023403,PARKER,ISAAC,H,MO,M,R,9.0,voting,18740219,1838-10-15,1838,1874,36,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,450098994,MORGAN,JOHN,S,AL,M,D,,voting,18790107,1824-06-20,1824,1879,55,0.0,1,0,1,0,2,1,0,1,1,2,1,0,0,0,0,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,10
4865,460009337,JONES,CHARLES,S,FL,M,D,,voting,18790423,1834-12-24,1834,1879,45,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,460069611,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18800323,1832-06-11,1832,1880,48,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5373,460072504,BREWER,MARK,H,MI,M,R,6.0,voting,18800326,1837-10-22,1837,1880,43,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10
5264,470004978,DAWES,HENRY,S,MA,M,R,,voting,18810413,1816-10-30,1816,1881,65,0.0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
4829,470195736,DAWES,RUFUS,H,OH,M,R,15.0,voting,18830227,1838-07-04,1838,1883,45,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,480007236,PLUMB,PRESTON,S,KS,M,R,,voting,18840123,1837-10-12,1837,1884,47,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5230,480051654,WARNER,ADONIRAM,H,OH,M,D,15.0,voting,18840430,1834-01-13,1834,1884,50,0.0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
6023,480120221,TURNER,HENRY,H,GA,M,D,2.0,voting,18850213,1839-03-20,1839,1885,46,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5295,490014904,JOHNSTON,JAMES,H,IN,M,R,8.0,voting,18860212,1839-01-19,1839,1886,47,0.0,0,0,2,2,1,3,1,0,0,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0.1,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5393,490028909,COLQUITT,ALFRED,S,GA,M,D,,voting,18860322,1824-04-20,1824,1886,62,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,490125374,HOAR,GEORGE,S,MA,M,R,,voting,18870114,1826-08-29,1826,1887,61,0.0,1,0,0,2,0,3,0,1,2,1,0,0,0,0,0,0.1,0.0,0.0,0.2,0.0,0.3,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,10
5140,500026457,EVARTS,WILLIAM,S,NY,M,R,,voting,18880315,1818-02-06,1818,1888,70,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5292,500048928,HUDD,THOMAS,H,WI,M,D,5.0,voting,18880504,1835-10-02,1835,1888,53,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5651,500129842,SPINOLA,FRANCIS,H,NY,M,D,10.0,voting,18881003,1821-03-19,1821,1888,67,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,510141391,MORGAN,JOHN,S,AL,M,D,,voting,18900903,1824-06-20,1824,1890,66,0.0,0,0,1,0,0,1,7,0,1,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5735,530019526,DE FOREST,ROBERT,H,CT,M,D,4.0,voting,18931003,1845-02-20,1845,1893,48,0.0,0,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1,0.0,0.0,0.1,0.0,0.0,10
5859,530189568,TURPIE,DAVID,S,IN,M,D,,voting,18950122,1828-07-08,1828,1895,67,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5669,540012880,VILAS,WILLIAM,S,WI,M,D,,voting,18960131,1840-07-09,1840,1896,56,0.0,1,0,1,0,2,1,1,0,2,1,1,0,0,0,0,0.1,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,10
7473,540077647,NELSON,KNUTE,S,MN,M,R,,voting,18960514,1843-02-02,1843,1896,53,0.0,1,1,3,0,0,1,0,0,3,0,1,0,0,0,0,0.1,0.1,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,10
6902,550075097,DALZELL,JOHN,H,PA,M,R,22.0,voting,18980228,1845-04-19,1845,1898,53,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6098,550166434,JOHNSON,HENRY,H,IN,M,R,6.0,voting,18990131,1850-10-28,1850,1899,49,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7259,560001445,WILLIAMS,WILLIAM,H,IL,M,D,16.0,voting,18991214,1857-05-05,1857,1899,42,0.0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,560146180,GALLINGER,JACOB,S,NH,M,R,,voting,19010226,1837-03-28,1837,1901,64,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6590,570001216,PATTERSON,MALCOLM,H,TN,M,D,10.0,voting,19011217,1861-06-07,1861,1901,40,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6590,570073393,PATTERSON,MALCOLM,H,TN,M,D,10.0,voting,19020606,1861-06-07,1861,1902,41,0.0,3,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0.3,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6671,570085975,GAINES,JOHN,H,TN,M,D,6.0,voting,19020625,1860-08-24,1860,1902,42,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6407,570117575,BALL,THOMAS,H,TX,M,D,1.0,voting,19030208,1859-01-14,1859,1903,44,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6430,580003743,DINSMORE,HUGH,H,AR,M,D,3.0,voting,19031211,1850-12-24,1850,1903,53,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6460,580004226,LIND,JOHN,H,MN,M,D,5.0,voting,19031214,1854-03-25,1854,1903,49,0.0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6493,580006550,SPOONER,JOHN,S,WI,M,R,,voting,19040106,1843-01-06,1843,1904,61,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,580007116,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19040108,1854-01-20,1854,1904,50,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7668,580021841,VOLSTEAD,ANDREW,H,MN,M,R,7.0,voting,19040203,1860-10-31,1860,1904,44,0.0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6409,580022558,BELL,THEODORE,H,CA,M,D,2.0,voting,19040205,1872-07-25,1872,1904,32,1.0014775861199562e-05,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6420,580038918,COWHERD,WILLIAM,H,MO,M,D,5.0,voting,19040307,1860-09-01,1860,1904,44,0.0,11,2,5,5,0,6,0,0,1,0,0,0,0,0,0,0.36666666666666664,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.0,0.2,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,30
6615,580038922,VAN DUZER,CLARENCE,H,NV,M,D,0.0,voting,19040307,1864-05-04,1864,1904,40,0.0,1,6,3,4,0,3,0,1,2,0,0,0,0,0,0,0.05,0.3,0.15,0.2,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,20
8092,580040595,COOPER,HENRY,H,WI,M,R,1.0,voting,19040309,1850-09-08,1850,1904,54,0.0,1,0,2,0,1,0,1,3,2,0,0,0,0,0,0,0.1,0.0,0.2,0.0,0.1,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
6979,580041421,SMITH,WALTER,H,IA,M,R,9.0,voting,19040311,1862-07-10,1862,1904,42,0.0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10
6483,580043665,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19040316,1861-05-31,1861,1904,43,0.0,1,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
6483,580043671,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19040316,1861-05-31,1861,1904,43,6.720660068313828e-08,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6483,580043705,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19040316,1861-05-31,1861,1904,43,0.0,0,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
