speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_4,cluster_12,cluster_5,cluster_3,cluster_11,cluster_17,cluster_7,cluster_15,cluster_8,cluster_10,cluster_6,cluster_9,cluster_18,cluster_1,cluster_0,cluster_16,cluster_13,cluster_14,cluster_2,cluster_4_p,cluster_12_p,cluster_5_p,cluster_3_p,cluster_11_p,cluster_17_p,cluster_7_p,cluster_15_p,cluster_8_p,cluster_10_p,cluster_6_p,cluster_9_p,cluster_18_p,cluster_1_p,cluster_0_p,cluster_16_p,cluster_13_p,cluster_14_p,cluster_2_p,n
4309,430008825,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740110,1831-01-02,1831,1874,43,43043090,0.0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4364,430031469,SPEER,ROBERT,H,PA,M,D,17.0,voting,18740320,1838-09-08,1838,1874,36,43043640,0.0,1,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,430032367,STEWART,WILLIAM,S,NV,M,R,,voting,18740324,1827-08-09,1827,1874,47,43062621,0.0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430037911,SHERMAN,JOHN,S,OH,M,R,,voting,18740406,1823-05-10,1823,1874,51,43058411,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,430045569,CONGER,OMAR,H,MI,M,R,7.0,voting,18740422,1818-04-01,1818,1874,56,43048220,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4309,430046401,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740424,1831-01-02,1831,1874,43,43043090,0.0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4043,430047416,SUMNER,CHARLES,S,MA,M,L,,voting,18740427,1811-01-06,1811,1874,63,43040431,0.0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430049811,SARGENT,AARON,S,CA,M,R,,voting,18740505,1827-09-28,1827,1874,47,43043421,0.0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,430054792,COX,SAMUEL,H,NY,M,D,6.0,voting,18740515,1824-09-30,1824,1874,50,43053990,0.0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4653,430086186,SAYLER,MILTON,H,OH,M,D,1.0,voting,18750113,1831-11-04,1831,1875,44,43046530,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430100972,SARGENT,AARON,S,CA,M,R,,voting,18750216,1827-09-28,1827,1875,48,43043421,0.0,0,0,6,2,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6669,430104596,FRYE,WILLIAM,H,ME,M,R,2.0,voting,18750220,1830-09-02,1830,1875,45,43066690,0.0,8,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.42105263157894735,0.0,0.0,0.0,0.0,0.15789473684210525,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4302,440010278,MCCREERY,THOMAS,S,KY,M,D,,voting,18760209,1816-12-12,1816,1876,60,44043021,0.0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,440013895,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760223,1828-02-01,1828,1876,48,44052681,0.0,0,0,1,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,440014620,HOLMAN,WILLIAM,H,IN,M,D,5.0,voting,18760224,1822-09-06,1822,1876,54,44060930,0.0,1,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440020552,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760316,1814-04-12,1814,1876,62,44054340,0.0,0,0,2,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4732,440022001,GOODE,JOHN,H,VA,M,D,2.0,voting,18760322,1829-05-27,1829,1876,47,44047320,0.0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4732,440022071,GOODE,JOHN,H,VA,M,D,2.0,voting,18760322,1829-05-27,1829,1876,47,44047320,0.0,3,2,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1111111111111111,0.3888888888888889,0.2222222222222222,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4800,440031177,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18760415,1831-11-19,1831,1876,45,44048000,0.0,0,0,2,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4409,440033600,BRADFORD,TAUL,H,AL,M,D,3.0,voting,18760422,1835-01-20,1835,1876,41,44044090,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4492,440036624,PIPER,WILLIAM,H,CA,M,D,1.0,voting,18760503,1826-05-21,1826,1876,50,44044920,0.0,0,0,2,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4858,440039388,HOUSE,JOHN,H,TN,M,D,6.0,voting,18760518,1827-01-09,1827,1876,49,44048580,0.0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
