speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_11,cluster_4,cluster_2,cluster_7,cluster_3,cluster_5,cluster_6,cluster_9,cluster_13,cluster_12,cluster_10,cluster_1,cluster_8,cluster_0,cluster_11_p,cluster_4_p,cluster_2_p,cluster_7_p,cluster_3_p,cluster_5_p,cluster_6_p,cluster_9_p,cluster_13_p,cluster_12_p,cluster_10_p,cluster_1_p,cluster_8_p,cluster_0_p,n
4097,430003096,CLAYTON,POWELL,S,AR,M,R,,voting,18731208,1833-08-07,1833,1873,40,43040971,0.0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4018,430028181,RAMSEY,ALEXANDER,S,MN,M,R,,voting,18740306,1815-09-08,1815,1874,59,43040181,0.0,1,0,1,0,1,0,0,0,7,0,0,0,0,0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,10
5434,430029406,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18740317,1814-04-12,1814,1874,60,43054340,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3931,430030303,BOREMAN,ARTHUR,S,WV,M,R,,voting,18740319,1823-07-24,1823,1874,51,43039311,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430031959,THURMAN,ALLEN,S,OH,M,D,,voting,18740323,1813-11-13,1813,1874,61,43045201,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4205,430031996,WEST,JOSEPH,S,LA,M,R,,voting,18740323,1822-09-19,1822,1874,52,43042051,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430033092,CONKLING,ROSCOE,S,NY,M,R,,voting,18740325,1829-10-30,1829,1874,45,43047111,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430039878,SARGENT,AARON,S,CA,M,R,,voting,18740410,1827-09-28,1827,1874,47,43043421,0.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4947,430056622,WOOD,FERNANDO,H,NY,M,D,10.0,voting,18740519,1812-06-14,1812,1874,62,43049470,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4351,430064456,SHELDON,LIONEL,H,LA,M,R,2.0,voting,18740604,1828-08-30,1828,1874,46,43043510,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
