speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_14,cluster_1,cluster_6,cluster_13,cluster_4,cluster_10,cluster_3,cluster_8,cluster_2,cluster_12,cluster_5,cluster_9,cluster_15,cluster_16,cluster_7,cluster_0,cluster_11,cluster_17,cluster_14_p,cluster_1_p,cluster_6_p,cluster_13_p,cluster_4_p,cluster_10_p,cluster_3_p,cluster_8_p,cluster_2_p,cluster_12_p,cluster_5_p,cluster_9_p,cluster_15_p,cluster_16_p,cluster_7_p,cluster_0_p,cluster_11_p,cluster_17_p,n
4511,430003773,STARKWEATHER,HENRY,H,CT,M,R,3.0,voting,18731210,1826-04-29,1826,1873,47,43045110,0.0,0,2,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4800,430004423,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18731212,1831-11-19,1831,1873,42,43048000,0.0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4511,430020144,STARKWEATHER,HENRY,H,CT,M,R,3.0,voting,18740211,1826-04-29,1826,1874,48,43045110,0.0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4356,430055112,SMALL,WILLIAM,H,NH,M,R,1.0,voting,18740515,1817-05-17,1817,1874,57,43043560,0.0,0,5,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,430055116,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18740515,1822-09-06,1822,1874,52,43060930,0.0,0,3,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3937,430062274,BUCKINGHAM,WILLIAM,S,CT,M,R,,voting,18740601,1804-05-28,1804,1874,70,43039371,1.4172917828155011e-05,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5486,430075971,RANSOM,MATT,S,NC,M,D,,voting,18740620,1826-10-08,1826,1874,48,43054861,0.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430097076,CONKLING,ROSCOE,S,NY,M,R,,voting,18750208,1829-10-30,1829,1875,46,43047111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
5003,440002808,HANCOCK,JOHN,H,TX,M,D,5.0,voting,18760106,1824-10-24,1824,1876,52,44050030,0.0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4825,440011099,CRAPO,WILLIAM,H,MA,M,R,1.0,voting,18760211,1830-05-16,1830,1876,46,44048250,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,440011100,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760211,1828-10-10,1828,1876,48,44054850,4.9526227947781505e-09,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440017144,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760306,1814-04-12,1814,1876,62,44054340,0.0,1,5,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.2777777777777778,0.5555555555555556,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4626,440018909,LUTTRELL,JOHN,H,CA,M,D,3.0,voting,18760309,1831-06-27,1831,1876,45,44046260,0.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4869,440039384,JOYCE,CHARLES,H,VT,M,R,1.0,voting,18760518,1830-01-30,1830,1876,46,44048690,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4681,440039494,WILLIS,BENJAMIN,H,NY,M,D,11.0,voting,18760519,1840-03-24,1840,1876,36,44046810,0.0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4681,440039507,WILLIS,BENJAMIN,H,NY,M,D,11.0,voting,18760519,1840-03-24,1840,1876,36,44046810,0.0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4681,440039515,WILLIS,BENJAMIN,H,NY,M,D,11.0,voting,18760519,1840-03-24,1840,1876,36,44046810,0.0,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5525,440039530,WHITTHORNE,WASHINGTON,H,TN,M,D,7.0,voting,18760519,1825-04-19,1825,1876,51,44055250,0.0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,440039533,PAGE,HORACE,H,CA,M,R,2.0,voting,18760519,1833-10-20,1833,1876,43,44049030,1.1648244278876628e-06,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5525,440039536,WHITTHORNE,WASHINGTON,H,TN,M,D,7.0,voting,18760519,1825-04-19,1825,1876,51,44055250,0.0,5,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.2777777777777778,0.5555555555555556,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5363,440039569,BANKS,NATHANIEL,H,MA,M,I,5.0,voting,18760519,1816-01-30,1816,1876,60,44053630,0.0,31,42,6,5,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3263157894736842,0.4421052631578947,0.06315789473684211,0.05263157894736842,0.09473684210526316,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
5485,440039705,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760520,1828-10-10,1828,1876,48,44054850,0.0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4749,440040026,LEWIS,BURWELL,H,AL,M,D,-1.0,voting,18760522,1838-07-07,1838,1876,38,44047490,0.0,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4749,440040087,LEWIS,BURWELL,H,AL,M,D,-1.0,voting,18760523,1838-07-07,1838,1876,38,44047490,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4626,440040141,LUTTRELL,JOHN,H,CA,M,D,3.0,voting,18760523,1831-06-27,1831,1876,45,44046260,0.2582956619232566,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4749,440040153,LEWIS,BURWELL,H,AL,M,D,-1.0,voting,18760523,1838-07-07,1838,1876,38,44047490,2.198879041973357e-16,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5550,440040159,BLOUNT,JAMES,H,GA,M,D,6.0,voting,18760523,1837-09-12,1837,1876,39,44055500,0.0,1,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6200,440040210,DANFORD,LORENZO,H,OH,M,R,16.0,voting,18760523,1829-10-18,1829,1876,47,44062000,0.0012985388878675,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5208,440040211,SMALLS,ROBERT,H,SC,M,R,5.0,voting,18760523,1839-04-05,1839,1876,37,44052080,1.353146284338047e-05,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4605,440040212,HARTRIDGE,JULIAN,H,GA,M,D,1.0,voting,18760523,1829-09-09,1829,1876,47,44046050,0.0,0,27,1,2,1,0,2,0,0,6,1,0,0,0,0,0,0,0,0.0,0.675,0.025,0.05,0.025,0.0,0.05,0.0,0.0,0.15,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
5033,440040215,MACKEY,EDMUND,H,SC,M,I,2.0,voting,18760523,1846-03-08,1846,1876,30,44050330,0.0,8,33,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.6875,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
5164,440049817,INGALLS,JOHN,S,KS,M,R,,voting,18760621,1833-12-29,1833,1876,43,44051641,0.0,0,1,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.4,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,440051193,SARGENT,AARON,S,CA,M,R,,voting,18760622,1827-09-28,1827,1876,49,44043421,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,440052538,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760623,1828-10-10,1828,1876,48,44054850,0.0,1,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4779,440057134,SCHLEICHER,GUSTAVE,H,TX,M,D,6.0,voting,18760630,1823-11-19,1823,1876,53,44047790,0.0,0,3,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5325,440063147,REAGAN,JOHN,H,TX,M,D,1.0,voting,18760715,1818-10-08,1818,1876,58,44053250,0.0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4850,440068867,HARRIS,BENJAMIN,H,MA,M,R,2.0,voting,18760729,1823-11-10,1823,1876,53,44048500,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440103983,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18770220,1814-04-12,1814,1877,63,44054340,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
