speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_6,cluster_0,cluster_5,cluster_3,cluster_2,cluster_8,cluster_1,cluster_4,cluster_11,cluster_9,cluster_12,cluster_13,cluster_7,cluster_10,cluster_6_p,cluster_0_p,cluster_5_p,cluster_3_p,cluster_2_p,cluster_8_p,cluster_1_p,cluster_4_p,cluster_11_p,cluster_9_p,cluster_12_p,cluster_13_p,cluster_7_p,cluster_10_p,n
4281,430000282,HOWE,TIMOTHY,S,WI,M,R,,voting,18730307,1816-02-24,1816,1873,57,43042811,0.0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430001592,THURMAN,ALLEN,S,OH,M,D,,voting,18730324,1813-11-13,1813,1873,60,43045201,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4589,430002785,FERRY,THOMAS,S,MI,M,R,,voting,18731204,1827-06-10,1827,1873,46,43045891,0.0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4317,430014953,NIBLACK,WILLIAM,H,IN,M,D,1.0,voting,18740129,1822-05-19,1822,1874,52,43043170,0.0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4349,430020980,SHANKS,JOHN,H,IN,M,R,9.0,voting,18740213,1826-06-17,1826,1874,48,43043490,0.0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4702,430031255,CARPENTER,MATTHEW,S,WI,M,R,,voting,18740320,1824-12-22,1824,1874,50,43047021,0.0,1,0,0,1,6,0,1,1,0,0,0,0,0,0,0.1,0.0,0.0,0.1,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,430034855,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18740330,1822-09-06,1822,1874,52,43060930,0.0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4398,430053763,WASHBURN,WILLIAM,S,MA,M,R,,voting,18740514,1820-01-31,1820,1874,54,43043981,0.0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,430080073,CONGER,OMAR,H,MI,M,R,7.0,voting,18741211,1818-04-01,1818,1874,56,43048220,2.9901800877019887e-16,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,430086166,DAWES,HENRY,H,MA,M,R,11.0,voting,18750113,1816-10-30,1816,1875,59,43052640,0.0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
